"Deal_ID","Created_Date","Close_Date","Fiscal_Year","Quarter","Month","Sales_Rep","Manager","Region","City","Customer_Name","Industry","Customer_Type","Is_New_Customer","Product_Name","Product_Category","Deal_Size_Tier","Pipeline_Stage","Win_Probability_%","Deal_Status","Contract_Value_VND","Discount_%","Discount_Amount_VND","Net_Revenue_VND","Cost_of_Sale_VND","Gross_Profit_VND","Gross_Margin_%","Payment_Terms","Payment_Collected_VND","Outstanding_Balance_VND","Sales_Cycle_Days","Lead_Source","Lost_Reason","Forecast_Category","Activities_Count","Last_Activity_Date","Customer_Satisfaction","NPS_Score","Contract_Renewed","Upsell_Opportunity","Next_Follow_Up_Date","Notes"
"DEAL-00256",2024-02-26,2024-08-03,"FY2024","Q1","Feb","Trịnh Thị Trang","Nguyễn Văn Hùng","Miền Trung","Hồ Chí Minh","Công ty TNHH Minh Phát","Construction","B2B","No","IT Infrastructure","Hardware","SMB","Closed Won",100,"Won",123865000,4.2,5202000,118663000,30283000,88380000,74.48,"Milestone",47465000,71198000,159,"Digital Lead","N/A","Closed",24,2024-07-29,3.7,40,"Yes","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00257",2024-12-12,2024-12-31,"FY2024","Q4","Dec",,"Trần Thị Lan","Tây Nguyên","Nha Trang","Tập đoàn Bình Dương","F&B","B2G","No","HR Management Suite","Software","SMB","Negotiation",75,"Open",21826000,14.6,3187000,18639000,8995000,9644000,51.74,"Net 60",3355000,15284000,161,"Upsell/Cross-sell","N/A","Best Case",13,2024-12-08,2.2,1,"No","No",2025-01-26,"Đang chờ phê duyệt ngân sách"
"DEAL-00258",2024-08-26,2024-12-25,"FY2024","Q3","Aug","Bùi Thị Mai","Hoàng Văn Đức","Miền Trung","Cần Thơ","Công ty TNHH Long An","Education","B2B","No","IT Support Contract","Services","SMB","Prospecting",5,"Open",115411000,4,4616000,110795000,41116000,69679000,62.89,"Net 30",24375000,86420000,121,"Upsell/Cross-sell","N/A","Pipeline",19,2024-11-28,1.6,-6,"No","Yes",2025-03-24,"Hợp đồng đã ký"
"DEAL-DUPLICATE",2025-06-17,2024-06-29,"FY2024","Q2","Apr","Vũ Thị Hoa","Hoàng Văn Đức","Miền Bắc","Đồng Nai","Tập đoàn Huế","Other","B2G","Yes","CRM System","Software","Enterprise","Needs Analysis",30,"Open",2639555000,1.7,44872000,,945762000,1648921000,63.55,"Upfront",622724000,1971959000,73,"Digital Lead","N/A","Pipeline",14,2024-06-18,3.6,-27,"No","No",2024-07-25,
"DEAL-00260",2024-07-22,2024-12-07,"FY2024","Q3","Jul","Bùi Thị Mai","Ngô Văn Phú","Miền Bắc","Hồ Chí Minh","Tập đoàn Mỹ Hưng","Retail","B2B","Yes","CRM System","Software","Enterprise","Prospecting",5,"Open",3667273000,11.1,407067000,3260206000,1102928000,2157278000,66.17,"Milestone",945460000,2314746000,138,"Direct Sales","N/A","Pipeline",22,2024-12-06,2,-13,"No","No",2025-03-05,
"DEAL-DUPLICATE",2025-05-27,2024-08-17,"FY2024","Q1","Mar","Trần Văn Tuấn","Phạm Thị Thu","Miền Nam","Bình Dương","Tập đoàn Sông Hồng","Other","B2B","Yes","CRM System","Software","Enterprise","Prospecting",5,"Open",,0,246214000,3484298000,1543892000,1940406000,55.69,"Annual Subscription",627174000,2857124000,152,"Direct Sales","N/A","Pipeline",30,2024-08-02,2.2,1,"No","No",2024-11-08,"Đang chờ phê duyệt ngân sách"
"DEAL-00262",2024-07-26,2024-11-03,"FY2024","Q3","Jul","Trịnh Thị Trang","Vũ Thị Hoa","Miền Nam","Hồ Chí Minh","Công ty TNHH Hải Phòng","Retail","B2B","No","Cybersecurity Package","Security","SMB","Needs Analysis",30,"Open",107655000,4.6,4952000,102703000,23005000,79698000,77.6,"Net 30",5135000,97568000,100,"Inbound Lead","N/A","Pipeline",23,2024-10-30,2.3,14,"No","No",2024-11-14,
"DEAL-00263",2024-11-03,2024-12-31,"FY2024","Q4","Nov","Cao Văn Phong","Nguyễn Văn Hùng","Tây Nguyên","Bình Dương","Công ty TNHH Hải Đăng","Finance","B2B","No","ERP Software License","Software","SMB","Negotiation",75,"Open",170226000,19.6,33364000,136862000,34325000,102537000,74.92,"Milestone",10949000,125913000,61,"Upsell/Cross-sell","N/A","Best Case",30,2024-12-31,2.1,4,"No","No",2025-03-24,"Hợp đồng đã ký"
"DEAL-00264",2024-12-08,2024-12-31,"FY2024","Q4","Dec","Trần Văn Tuấn","Trần Thị Lan","Miền Bắc","Nha Trang","Tập đoàn Quảng Ninh","Healthcare","B2G","No","E-commerce Platform","Software","Enterprise","Proposal",50,"Open",,11.5,421772000,3245813000,940961000,2304852000,71.01,"Upfront",778995000,2466818000,103,"Partner Referral","N/A","Best Case",26,2024-12-29,2.6,-14,"No","No",2025-01-31,"Hợp đồng đã ký"
"DEAL-00265",2024-09-22,2024-12-19,"FY2024","Q3","Sep","Lê Văn Minh","Hoàng Văn Đức","Tây Nguyên","Nha Trang","Công ty CP Thành Đông","Education","B2G","No","Accounting Software","Software","Enterprise","Prospecting",5,"Open",3011868000,2.7,81320000,2930548000,1016900000,1913648000,65.3,"Net 60",58611000,2871937000,88,"Upsell/Cross-sell","N/A","Pipeline",8,2024-11-19,1.7,17,"No","No",2025-03-06,
"DEAL-00266",2024-12-15,2024-12-31,"FY2024","Q4","Dec","Hoàng Thị Linh","Đặng Văn Nam","Miền Trung","Cần Thơ","Công ty TNHH Bảo Việt","Construction","B2G","Yes","Warehouse Management","Software","SMB","Negotiation",75,"Open",26461000,11.2,2964000,23497000,4991000,18506000,78.76,"Net 60",2115000,21382000,37,"Inbound Lead","N/A","Best Case",20,2024-12-05,3,26,"No","No",2025-03-07,
"DEAL-00267",2024-06-25,2024-08-22,"FY2024","Q2","Jun","Hoàng Thị Linh","Trần Thị Lan","Tây Nguyên","Cần Thơ","Công ty TNHH Nha Trang","Construction","B2B","Yes","Warehouse Management","Software","Mid-Market","Prospecting",5,"Open",844117000,18.8,158694000,685423000,297062000,388361000,56.66,"Net 60",6854000,678569000,58,"Partner Referral","N/A","Pipeline",21,2024-07-24,1.6,25,"No","No",2024-09-08,
"DEAL-00268",2024-02-03,2024-07-06,"FY2024","Q1","Feb","Mai Văn Long","Nguyễn Văn Hùng","Tây Nguyên","Đồng Nai","Công ty TNHH Gia Bảo","Construction","B2B","No","Cybersecurity Package","Security","SMB","Needs Analysis",30,"Open",111207000,13.9,15458000,95749000,34623000,61126000,63.84,"Monthly Subscription",19150000,76599000,154,"Inbound Lead","N/A","Pipeline",28,2024-06-30,1.3,-6,"No","Yes",2024-09-24,"Hợp đồng đã ký"
"DEAL-00269",2024-05-23,2024-11-19,"FY2024","Q2","May","Nguyễn Văn Hùng","Lê Văn Minh","Miền Trung","Đồng Nai","Tập đoàn Tân Việt","Finance","B2G","No","IT Infrastructure","Hardware","Enterprise","Negotiation",75,"Open",3546570000,1,35466000,3511104000,1190264000,2320840000,66.1,"Upfront",596888000,2914216000,180,"Inbound Lead","N/A","Best Case",19,2024-10-20,1.2,-13,"No","Yes",2024-12-16,"Hợp đồng đã ký"
,2024-05-27,2024-08-04,"FY2024","Q2","May","Lê Thị Oanh","Nguyễn Văn Hùng","Miền Trung","Nha Trang","Tập đoàn Bình Dương","Real Estate","B2B","No","HR Management Suite","Software","Enterprise","Negotiation",75,"Open",2766148000,8,221292000,2544856000,788905000,1755951000,69,"Milestone",203588000,2341268000,69,"Event/Trade Show","N/A","Best Case",18,2024-07-29,3.9,-6,"No","No",2024-09-17,
"DEAL-00271",2024-11-01,2024-12-31,"FY2024","Q4","Nov","Lê Văn Minh","Dương Thị Hạnh","Miền Bắc","Hải Phòng","Công ty CP Bắc Ninh Tech","F&B","B2B","No","IT Support Contract","Services","SMB","Qualification",15,"Open",110785000,18.6,20606000,90179000,21850000,68329000,75.77,"Annual Subscription",24348000,65831000,82,"Inbound Lead","N/A","Pipeline",16,2024-12-24,2.4,11,"No","No",2025-02-15,"Hợp đồng đã ký"
"DEAL-00272",2024-01-07,2024-02-02,"FY2024","Q1","Jan","Bùi Thị Mai","Đặng Văn Nam","Miền Nam","Đồng Nai","Công ty TNHH Hải Đăng","Manufacturing","B2G","Yes","IT Infrastructure","Hardware","SMB","Closed Lost",0,"Lost",153371000,0.5,767000,152604000,31192000,121412000,79.56,"Upfront",12208000,140396000,26,"Inbound Lead","No response","Omitted",6,2024-01-12,2.7,-38,"No","Yes",,
"DEAL-00273",2024-11-05,2024-12-31,"FY2024","Q4","Nov","Phạm Văn Thắng","Bùi Thị Mai","Miền Nam","Đà Nẵng","Tập đoàn Tân Việt","Healthcare","B2B","No","Accounting Software","Software","SMB","Proposal",50,"Open",151792000,7.3,11081000,140711000,32729000,107982000,76.74,"Upfront",18292000,122419000,156,"Direct Sales","N/A","Best Case",15,2024-12-19,3.8,-43,"No","No",2025-02-25,
"DEAL-00274",2024-02-19,2024-06-01,"FY2024","Q1","Feb","Vũ Thị Hoa","Lê Văn Minh","Miền Nam","Cần Thơ","Công ty CP Bắc Ninh Tech","Construction","B2G","No","Data Analytics Platform","Software","SMB","Qualification",15,"Open",73346000,9.5,6968000,66378000,30375000,36003000,54.24,"Monthly Subscription",0,66378000,103,"Digital Lead","N/A","Pipeline",18,2024-05-28,2.7,15,"No","No",2024-08-09,
"DEAL-00275",2024-02-01,2024-07-09,"FY2024","Q1","Feb","Trần Thị Lan","Dương Thị Hạnh","Tây Nguyên","Hà Nội","Công ty TNHH Hải Đăng","Healthcare","B2B","No","BI Dashboard Solution","Software","Mid-Market","Closed Lost",0,"Lost",758740000,13.9,105465000,653275000,223420000,429855000,65.8,"Net 30",6533000,646742000,159,"Digital Lead","Chose competitor","Omitted",17,2024-06-25,2.5,-35,"No","Yes",,
"DEAL-00276",2024-05-14,2024-07-02,"FY2024","Q2","May","Mai Văn Long","Vũ Thị Hoa","Miền Bắc","Bình Dương","Công ty CP Cần Thơ Holdings","Real Estate","B2G","No","Data Analytics Platform","Software","Mid-Market","Closed Won",100,"Won",610287000,17.6,107411000,502876000,221265000,281611000,56,"Net 30",316812000,186064000,49,"Inbound Lead","N/A","Closed",7,2024-06-04,3.3,-16,"No","No",,
"DEAL-00277",2024-02-07,2024-07-19,"FY2024","Q1","Feb","Trần Thị Lan","Đặng Văn Nam","Miền Bắc","Cần Thơ","Công ty CP Kim Long","F&B","B2B","No","CRM System","Software","Mid-Market","Negotiation",75,"Open",806045000,19.9,160403000,645642000,228816000,416826000,64.56,"Annual Subscription",129128000,516514000,163,"Upsell/Cross-sell","N/A","Best Case",14,2024-07-09,1.4,30,"No","No",2024-10-17,
"DEAL-00278",2024-10-18,2024-12-31,"FY2024","Q4","Oct","Dương Thị Hạnh","Nguyễn Văn Hùng","Miền Trung","Đồng Nai","Công ty CP Đông Phong","Real Estate","B2B","No","E-commerce Platform","Software","Mid-Market","Negotiation",75,"Open",533588000,10.7,57094000,476494000,193981000,282513000,59.29,"Net 60",57179000,419315000,163,"Partner Referral","N/A","Best Case",11,2024-12-03,3.9,-29,"No","No",2025-01-17,
"DEAL-00279",2024-09-05,2024-10-30,"FY2024","Q3","Sep","Cao Văn Phong","Ngô Văn Phú","Tây Nguyên","Cần Thơ","Công ty CP Thái Bình Dương","Education","B2B","No","Accounting Software","Software","Enterprise","Negotiation",75,"Open",1181009000,16.1,190142000,990867000,284082000,706785000,71.33,"Upfront",69361000,921506000,55,"Inbound Lead","N/A","Best Case",19,2024-10-13,3.9,1,"No","No",2025-01-01,"Cần demo sản phẩm"
"DEAL-00280",2024-01-10,2024-05-17,"FY2024","Q1","Jan","Bùi Thị Mai","Lê Văn Minh","Miền Nam","Hồ Chí Minh","Công ty CP Hưng Thịnh","Manufacturing","B2B","No","Mobile App Development","Services","Mid-Market","Negotiation",75,"Open",384539000,1.4,5384000,379155000,145861000,233294000,61.53,"Annual Subscription",64456000,314699000,128,"Direct Sales","N/A","Best Case",19,2024-05-14,3.2,10,"No","No",2024-05-24,
"DEAL-00281",2024-08-11,2024-09-16,"FY2024","Q3","Aug","Lê Thị Oanh","Bùi Thị Mai","Miền Bắc","Đồng Nai","Công ty TNHH Minh Phát","Education","B2B","No","E-commerce Platform","Software","Mid-Market","Needs Analysis",30,"Open",544937000,16.9,92094000,452843000,171311000,281532000,62.17,"Net 30",108682000,344161000,36,"Partner Referral","N/A","Pipeline",18,2024-08-25,1.1,30,"No","No",2024-11-07,"Hợp đồng đã ký"
"DEAL-00282",2024-08-01,2024-12-31,"FY2024","Q3","Aug","Trần Thị Lan","Bùi Thị Mai","Tây Nguyên","Đà Nẵng","Công ty TNHH Hải Phòng","Finance","B2B","Yes","POS System","Hardware","Mid-Market","Negotiation",75,"Open",524262000,9.6,50329000,473933000,144881000,329052000,69.43,"Net 60",61611000,412322000,157,"Upsell/Cross-sell","N/A","Best Case",12,2024-12-16,1,-34,"No","No",2025-03-10,
"DEAL-00283",2024-10-05,2024-12-31,"FY2024","Q4","Oct","Ngô Văn Phú","Hoàng Văn Đức","Miền Trung","Bình Dương","Công ty TNHH Hải Phòng","Real Estate","B2B","No","IT Infrastructure","Hardware","Enterprise","Needs Analysis",30,"Open",2213657000,15.9,351971000,1861686000,587920000,1273766000,68.42,"Annual Subscription",167552000,1694134000,154,"Event/Trade Show","N/A","Pipeline",13,2024-12-25,1.6,9,"No","Yes",2025-03-02,
"DEAL-00284",2024-11-19,2024-12-31,"FY2024","Q4","Nov","Ngô Văn Phú","Phạm Thị Thu","Tây Nguyên","Nha Trang","Công ty CP Thái Bình Dương","Technology","B2B","No","Data Analytics Platform","Software","SMB","Needs Analysis",30,"Open",81344000,19.1,15537000,65807000,18057000,47750000,72.56,"Monthly Subscription",19084000,46723000,117,"Upsell/Cross-sell","N/A","Pipeline",18,2024-12-09,2.3,20,"No","No",2025-03-27,"Hợp đồng đã ký"
"DEAL-00285",2024-11-26,2024-12-31,"FY2024","Q4","Nov","Phạm Văn Thắng","Lê Văn Minh","Miền Bắc","Bình Dương","Công ty CP Bắc Ninh Tech","Healthcare","B2B","No","Accounting Software","Software","SMB","Needs Analysis",30,"Open",134264000,11.7,15709000,118555000,49971000,68584000,57.85,"Net 30",32010000,86545000,125,"Event/Trade Show","N/A","Pipeline",15,2024-12-05,2.8,-27,"No","No",2025-01-15,
"DEAL-00286",2024-12-09,2024-12-31,"FY2024","Q4","Dec","Dương Thị Hạnh","Ngô Văn Phú","Miền Nam","Đồng Nai","Công ty CP Bắc Ninh Tech","Technology","B2B","No","POS System","Hardware","SMB","Closed Won",100,"Won",88775000,14.2,12606000,76169000,24633000,51536000,67.66,"Upfront",69314000,6855000,49,"Digital Lead","N/A","Closed",10,2024-12-19,5,52,"No","No",,"Cần demo sản phẩm"
"DEAL-00287",2024-11-11,2024-12-31,"FY2024","Q4","Nov","Phạm Văn Thắng","Đặng Văn Nam","Miền Trung","Cần Thơ","Công ty TNHH Nha Trang","Healthcare","B2B","No","Accounting Software","Software","Enterprise","Closed Won",100,"Won",3649001000,7.4,270026000,3378975000,1221837000,2157138000,63.84,"Net 30",1486749000,1892226000,121,"Cold Outreach","N/A","Closed",27,2024-12-21,4.8,59,"No","No",,"Khách hàng tiềm năng cao"
"DEAL-00288",2024-07-03,2024-12-02,"FY2024","Q3","Jul","Trần Thị Lan","Hoàng Văn Đức","Tây Nguyên","Đà Nẵng","Công ty CP Kim Long","Retail","B2B","No","ERP Software License","Software","Enterprise","Closed Won",100,"Won",2455109000,14.4,353536000,2101573000,790402000,1311171000,62.39,"Milestone",2080557000,21016000,152,"Upsell/Cross-sell","N/A","Closed",7,2024-11-27,3.9,16,"Yes","No",,
"DEAL-00289",2024-08-16,2024-11-21,"FY2024","Q3","Aug","Hoàng Văn Đức","Nguyễn Văn Hùng","Miền Nam","Bình Dương","Công ty CP Bắc Ninh Tech","Manufacturing","B2B","No","BI Dashboard Solution","Software","Enterprise","Closed Lost",0,"Lost",3244447000,15.4,499645000,2744802000,1248610000,1496192000,54.51,"Milestone",411720000,2333082000,97,"Inbound Lead","No response","Omitted",27,2024-11-11,3.4,-4,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00290",2024-08-02,2024-10-01,"FY2024","Q3","Aug","Đặng Văn Nam","Vũ Thị Hoa","Tây Nguyên","Cần Thơ","Công ty CP Đồng Nai","Technology","B2B","No","Accounting Software","Software","Enterprise","Qualification",15,"Open",1649670000,13.5,222705000,1426965000,612596000,814369000,57.07,"Net 60",228314000,1198651000,60,"Upsell/Cross-sell","N/A","Pipeline",21,2024-09-25,1.2,27,"No","No",2024-12-04,"Hợp đồng đã ký"
"DEAL-00291",2024-05-21,2024-09-26,"FY2024","Q2","May","Hoàng Văn Đức","Dương Thị Hạnh","Miền Trung","Hải Phòng","Công ty CP Thành Đông","Construction","B2B","No","POS System","Hardware","SMB","Negotiation",75,"Open",129527000,19.7,25517000,104010000,41271000,62739000,60.32,"Milestone",5200000,98810000,128,"Event/Trade Show","N/A","Best Case",6,2024-09-07,3.6,-22,"No","Yes",2024-11-06,"Khách hàng tiềm năng cao"
"DEAL-00292",2024-10-22,2024-12-31,"FY2024","Q4","Oct","Nguyễn Thị Nhung","Bùi Thị Mai","Miền Trung","Nha Trang","Công ty TNHH Gia Bảo","Education","B2B","No","Cloud Hosting Package","Cloud","SMB","Negotiation",75,"Open",58954000,16.5,9727000,49227000,22167000,27060000,54.97,"Annual Subscription",11322000,37905000,79,"Partner Referral","N/A","Best Case",6,2024-12-18,1.2,-45,"No","No",2025-02-21,"Cần demo sản phẩm"
"DEAL-00293",2024-05-24,2024-09-29,"FY2024","Q2","May","Đặng Văn Nam","Trần Thị Lan","Miền Trung","Cần Thơ","Công ty CP Đông Phong","Technology","B2G","No","IT Infrastructure","Hardware","Mid-Market","Qualification",15,"Open",684791000,17,116414000,568377000,273844000,294533000,51.82,"Annual Subscription",159146000,409231000,128,"Cold Outreach","N/A","Pipeline",15,2024-09-24,2.1,-4,"No","No",2024-10-11,"Hợp đồng đã ký"
"DEAL-00294",2024-10-02,2024-10-24,"FY2024","Q4","Oct","Vũ Thị Hoa","Hoàng Văn Đức","Tây Nguyên","Cần Thơ","Công ty TNHH Nam Sơn","Logistics","B2B","Yes","Accounting Software","Software","Enterprise","Prospecting",5,"Open",2764842000,17.3,478318000,2286524000,989379000,1297145000,56.73,"Upfront",274383000,2012141000,22,"Upsell/Cross-sell","N/A","Pipeline",20,2024-10-05,2.1,14,"No","Yes",2024-11-22,"Khách hàng tiềm năng cao"
"DEAL-00295",2024-10-26,2024-12-31,"FY2024","Q4","Oct","Hoàng Thị Linh","Lê Văn Minh","Tây Nguyên","Bình Dương","Công ty CP Đông Phong","Logistics","B2G","No","BI Dashboard Solution","Software","Mid-Market","Prospecting",5,"Open",730107000,3.1,22633000,707474000,214860000,492614000,69.63,"Net 30",35374000,672100000,159,"Inbound Lead","N/A","Pipeline",29,2024-12-21,2.5,-36,"No","Yes",2025-03-07,
"DEAL-00296",2024-05-08,2024-05-29,"FY2024","Q2","May","Lý Thị Bích","Lê Văn Minh","Tây Nguyên","Hồ Chí Minh","Tập đoàn Mỹ Hưng","Logistics","B2B","Yes","Mobile App Development","Services","Enterprise","Needs Analysis",30,"Open",1768633000,2.3,40679000,1727954000,546379000,1181575000,68.38,"Net 30",449268000,1278686000,21,"Upsell/Cross-sell","N/A","Pipeline",26,2024-05-24,1.3,0,"No","No",2024-08-16,"Hợp đồng đã ký"
"DEAL-00297",2024-05-12,2024-06-08,"FY2024","Q2","May","Đặng Văn Nam","Phạm Thị Thu","Miền Nam","Hải Phòng","Công ty CP Đồng Nai","Finance","B2B","Yes","HR Management Suite","Software","Mid-Market","Prospecting",5,"Open",742501000,2.6,19305000,723196000,203435000,519761000,71.87,"Milestone",115711000,607485000,27,"Inbound Lead","N/A","Pipeline",14,2024-05-11,3.4,-12,"No","Yes",2024-07-24,
"DEAL-00298",2024-03-13,2024-08-12,"FY2024","Q1","Mar","Lê Thị Oanh","Phạm Thị Thu","Miền Trung","Cần Thơ","Tập đoàn An Khang","Retail","B2G","No","Digital Marketing Service","Services","Enterprise","Proposal",50,"Open",2640377000,19.2,506952000,2133425000,522902000,1610523000,75.49,"Upfront",320014000,1813411000,152,"Inbound Lead","N/A","Best Case",25,2024-07-19,2.5,-4,"No","Yes",2024-09-20,"Đang chờ phê duyệt ngân sách"
"DEAL-00299",2024-10-24,2024-12-31,"FY2024","Q4","Oct","Ngô Văn Phú","Phạm Thị Thu","Miền Trung","Cần Thơ","Công ty CP Á Đông","Finance","B2G","No","POS System","Hardware","SMB","Qualification",15,"Open",83061000,18.3,15200000,67861000,29377000,38484000,56.71,"Upfront",6786000,61075000,82,"Direct Sales","N/A","Pipeline",27,2024-12-08,2,13,"No","No",2025-03-29,
"DEAL-00300",2024-08-17,2024-09-28,"FY2024","Q3","Aug","Phạm Thị Thu","Nguyễn Văn Hùng","Miền Nam","Hải Phòng","Tập đoàn Tân Việt","Real Estate","B2B","Yes","E-commerce Platform","Software","Mid-Market","Negotiation",75,"Open",289018000,7.3,21098000,267920000,69445000,198475000,74.08,"Net 60",37509000,230411000,42,"Partner Referral","N/A","Best Case",10,2024-09-17,3.8,-39,"No","No",2024-11-27,
"DEAL-00301",2024-07-07,2024-12-17,"FY2024","Q3","Jul","Vũ Thị Hoa","Trần Thị Lan","Miền Trung","Hà Nội","Công ty CP Kim Long","Healthcare","B2B","No","Data Analytics Platform","Software","Enterprise","Needs Analysis",30,"Open",1805032000,4,72201000,1732831000,508413000,1224418000,70.66,"Net 30",0,1732831000,163,"Partner Referral","N/A","Pipeline",7,2024-12-13,3.6,11,"No","No",2025-01-15,"Khách hàng tiềm năng cao"
"DEAL-00302",2024-08-12,2024-12-01,"FY2024","Q3","Aug","Dương Thị Hạnh","Vũ Thị Hoa","Miền Trung","Hà Nội","Công ty CP Hưng Thịnh","Retail","B2B","No","IT Infrastructure","Hardware","Enterprise","Needs Analysis",30,"Open",4579449000,6.1,279346000,4300103000,2101890000,2198213000,51.12,"Net 60",1161028000,3139075000,111,"Partner Referral","N/A","Pipeline",6,2024-11-02,3.1,-44,"No","Yes",2024-12-28,
"DEAL-00303",2024-12-13,2024-12-31,"FY2024","Q4","Dec","Cao Văn Phong","Hoàng Văn Đức","Miền Nam","Hồ Chí Minh","Tập đoàn An Khang","F&B","B2G","Yes","Warehouse Management","Software","Enterprise","Prospecting",5,"Open",4783749000,14.1,674509000,4109240000,1400840000,2708400000,65.91,"Net 60",780756000,3328484000,79,"Cold Outreach","N/A","Pipeline",17,2024-12-27,1.8,-12,"No","Yes",2025-03-03,
"DEAL-00304",2024-03-04,2024-04-08,"FY2024","Q1","Mar","Cao Văn Phong","Đặng Văn Nam","Miền Trung","Nha Trang","Tập đoàn Tân Việt","Logistics","B2G","Yes","CRM System","Software","Enterprise","Negotiation",75,"Open",2436902000,5.5,134030000,2302872000,704909000,1597963000,69.39,"Upfront",253316000,2049556000,35,"Inbound Lead","N/A","Best Case",8,2024-04-07,2.3,-37,"No","No",2024-05-06,"Khách hàng tiềm năng cao"
"DEAL-00305",2024-05-05,2024-09-30,"FY2024","Q2","May","Ngô Văn Phú","Nguyễn Văn Hùng","Miền Nam","Cần Thơ","Tập đoàn An Khang","Technology","B2B","No","Cloud Hosting Package","Cloud","SMB","Qualification",15,"Open",180709000,4.2,7590000,173119000,60938000,112181000,64.8,"Monthly Subscription",10387000,162732000,148,"Partner Referral","N/A","Pipeline",11,2024-09-19,3.4,0,"No","Yes",2024-11-08,
"DEAL-00306",2024-09-28,2024-12-31,"FY2024","Q3","Sep","Ngô Văn Phú","Ngô Văn Phú","Tây Nguyên","Hà Nội","Công ty CP Thành Đông","Healthcare","B2G","No","Warehouse Management","Software","Mid-Market","Qualification",15,"Open",417044000,14.6,60888000,356156000,164117000,192039000,53.92,"Annual Subscription",3562000,352594000,150,"Event/Trade Show","N/A","Pipeline",23,2024-12-05,3.3,-7,"No","No",2025-01-18,
"DEAL-00307",2024-09-12,2024-12-02,"FY2024","Q3","Sep","Đinh Văn Quân","Dương Thị Hạnh","Miền Nam","Đà Nẵng","Tập đoàn Phú Mỹ","Real Estate","B2B","No","IT Infrastructure","Hardware","SMB","Closed Lost",0,"Lost",108999000,16.4,17876000,91123000,41579000,49544000,54.37,"Net 30",911000,90212000,81,"Inbound Lead","Internal decision change","Omitted",8,2024-11-10,1.5,21,"No","No",,
"DEAL-00308",2024-09-12,2024-12-04,"FY2024","Q3","Sep","Đinh Văn Quân","Bùi Thị Mai","Miền Trung","Hà Nội","Tập đoàn Huế","Technology","B2G","No","Data Analytics Platform","Software","Mid-Market","Negotiation",75,"Open",538871000,10.2,54965000,483906000,207257000,276649000,57.17,"Monthly Subscription",24195000,459711000,83,"Direct Sales","N/A","Best Case",28,2024-11-22,1.5,-26,"No","No",2025-01-13,"Khách hàng tiềm năng cao"
"DEAL-00309",2024-12-16,2024-12-31,"FY2024","Q4","Dec","Lê Văn Minh","Vũ Thị Hoa","Miền Bắc","Cần Thơ","Công ty CP Thái Bình Dương","Logistics","B2B","No","Accounting Software","Software","Enterprise","Negotiation",75,"Open",4378902000,18.8,823234000,3555668000,976031000,2579637000,72.55,"Net 60",533350000,3022318000,63,"Upsell/Cross-sell","N/A","Best Case",18,2024-12-06,3.8,2,"No","No",2025-03-19,
"DEAL-00310",2024-11-15,2024-12-31,"FY2024","Q4","Nov","Ngô Văn Phú","Phạm Thị Thu","Tây Nguyên","Hà Nội","Công ty TNHH Bảo Việt","Logistics","B2B","No","BI Dashboard Solution","Software","Enterprise","Qualification",15,"Open",4203074000,10,420307000,3782767000,1583845000,2198922000,58.13,"Monthly Subscription",1097002000,2685765000,88,"Partner Referral","N/A","Pipeline",22,2024-12-09,3.3,22,"No","No",2025-03-08,"Cần demo sản phẩm"
"DEAL-00311",2024-09-13,2024-10-14,"FY2024","Q3","Sep","Cao Văn Phong","Trần Thị Lan","Miền Trung","Bình Dương","Công ty TNHH Hải Phòng","Finance","B2B","Yes","E-commerce Platform","Software","SMB","Needs Analysis",30,"Open",153132000,8.4,12863000,140269000,39921000,100348000,71.54,"Upfront",22443000,117826000,31,"Inbound Lead","N/A","Pipeline",24,2024-09-23,3.7,29,"No","No",2024-10-21,
"DEAL-00312",2024-09-03,2024-10-30,"FY2024","Q3","Sep","Lê Văn Minh","Trần Thị Lan","Miền Trung","Cần Thơ","Công ty TNHH Hải Đăng","Technology","B2B","No","Mobile App Development","Services","Enterprise","Negotiation",75,"Open",3527337000,7.6,268078000,3259259000,1313481000,1945778000,59.7,"Monthly Subscription",8.8e+08,2379259000,57,"Inbound Lead","N/A","Best Case",19,2024-10-30,1.8,26,"No","No",2024-11-15,"Cần demo sản phẩm"
,2024-03-05,2024-03-23,"FY2024","Q1","Mar","Phạm Thị Thu","Trần Thị Lan","Miền Bắc","Nha Trang","Công ty TNHH Hải Đăng","Manufacturing","B2B","No","POS System","Hardware","Enterprise","Prospecting",5,"Open",1720493000,9.6,165167000,1555326000,366590000,1188736000,76.43,"Upfront",46660000,1508666000,18,"Event/Trade Show","N/A","Pipeline",18,2024-02-23,1.4,23,"No","No",2024-04-27,"Cần demo sản phẩm"
"DEAL-00314",2024-08-09,2024-12-31,"FY2024","Q3","Aug","Phạm Thị Thu","Bùi Thị Mai","Miền Nam","Đà Nẵng","Công ty TNHH Bảo Việt","Finance","B2B","Yes","POS System","Hardware","Enterprise","Prospecting",5,"Open",1311292000,12.4,162600000,1148692000,286024000,862668000,75.1,"Monthly Subscription",321634000,827058000,161,"Digital Lead","N/A","Pipeline",12,2024-12-23,3.8,-13,"No","No",2025-03-03,"Hợp đồng đã ký"
